,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item
54,2019-01-23,3.58,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
55,2019-01-23,0.5,Lunch Break,,,,,
56,2019-01-23,0.25,Rest Break,,,,,
57,2019-01-23,2.83,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
58,2019-01-24,0.5,Rest Break,,,,,
59,2019-01-24,2.5,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
60,2019-01-24,0.5,Lunch Break,,,,,
61,2019-01-24,5.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
62,2019-01-25,2.75,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
63,2019-01-25,0.5,Lunch Break,,,,,
64,2019-01-25,0.5,Rest Break,,,,,
65,2019-01-25,4.83,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
66,2019-01-28,0.5,Rest Break,,,,,
67,2019-01-28,1.83,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
68,2019-01-28,0.5,Lunch Break,,,,,
69,2019-01-28,5.42,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
70,2019-01-29,0.25,Rest Break,,,,,
71,2019-01-29,2.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
72,2019-01-29,0.5,Lunch Break,,,,,
73,2019-01-29,0.25,Rest Break,,,,,
74,2019-01-29,4.92,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
75,2019-01-30,4.42,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
76,2019-01-30,0.5,Lunch Break,,,,,
77,2019-01-30,0.5,Rest Break,,,,,
78,2019-01-30,1.42,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
79,2019-01-30,1.08,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
80,2019-01-31,0.5,Rest Break,,,,,
81,2019-01-31,6.42,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
82,2019-01-31,0.5,Lunch Break,,,,,
83,2019-01-31,1.5,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
84,2019-02-01,0.33,Rest Break,,,,,
85,2019-02-01,4.33,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
86,2019-02-01,0.17,Rest Break,,,,,
87,2019-02-01,1.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
88,2019-02-01,2.25,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
89,2019-02-01,0.5,Lunch Break,,,,,
90,2019-02-04,0.17,Rest Break,,,,,
91,2019-02-04,3.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
92,2019-02-04,0.5,Lunch Break,,,,,
93,2019-02-04,0.33,Rest Break,,,,,
94,2019-02-04,4.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
95,2019-02-05,0.5,Rest Break,,,,,
96,2019-02-05,2.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
97,2019-02-05,0.5,Lunch Break,,,,,
98,2019-02-05,4.67,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
99,2019-02-06,4.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
100,2019-02-06,0.83,Lunch Break,,,,,
101,2019-02-06,2.92,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
102,2019-02-06,0.5,Rest Break,,,,,
103,2019-02-07,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
104,2019-02-07,3.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
105,2019-02-07,0.5,Lunch Break,,,,,
106,2019-02-07,0.48,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
107,2019-02-07,0.25,Rest Break,,,,,
108,2019-02-07,3.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
109,2019-02-07,0.25,Rest Break,,,,,
110,2019-02-07,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
111,2019-02-08,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
112,2019-02-08,2.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
113,2019-02-08,0.5,Lunch Break,,,,,
114,2019-02-08,0.5,Rest Break,,,,,
115,2019-02-08,4.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
116,2019-02-11,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
117,2019-02-11,0.5,Rest Break,,,,,
118,2019-02-11,3.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
119,2019-02-11,0.5,Lunch Break,,,,,
120,2019-02-11,4.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
121,2019-02-12,0.5,Rest Break,,,,,
122,2019-02-12,3.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
123,2019-02-12,0.5,Lunch Break,,,,,
124,2019-02-12,5.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
125,2019-02-13,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
126,2019-02-13,4.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
127,2019-02-13,0.5,Lunch Break,,,,,
128,2019-02-13,2.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
129,2019-02-13,0.5,Rest Break,,,,,
130,2019-02-14,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
131,2019-02-14,4.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
132,2019-02-15,1.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
133,2019-02-15,2.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
134,2019-02-15,0.33,Lunch Break,,,,,
135,2019-02-15,2.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
136,2019-02-15,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
137,2019-02-15,1.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
138,2019-02-18,8.0,Holiday,,,,,
139,2019-02-19,0.5,Rest Break,,,,,
140,2019-02-19,2.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
141,2019-02-19,0.33,Lunch Break,,,,,
142,2019-02-19,5.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
143,2019-02-20,0.5,Rest Break,,,,,
144,2019-02-20,2.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
145,2019-02-20,0.5,Lunch Break,,,,,
146,2019-02-20,4.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
147,2019-02-21,0.5,Rest Break,,,,,
148,2019-02-21,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
149,2019-02-21,1.75,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
150,2019-02-21,0.33,Lunch Break,,,,,
151,2019-02-21,5.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
152,2019-02-22,0.5,Rest Break,,,,,
153,2019-02-22,2.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
154,2019-02-22,0.33,Lunch Break,,,,,
155,2019-02-22,2.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
156,2019-02-25,0.5,Rest Break,,,,,
157,2019-02-25,3.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
158,2019-02-25,0.42,Lunch Break,,,,,
159,2019-02-25,4.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
160,2019-02-26,8.0,PTO,,,,,
161,2019-02-27,0.32,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
162,2019-02-27,1.68,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
163,2019-02-28,0.33,Lunch Break,,,,,
164,2019-02-28,7.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
165,2019-03-01,8.0,PTO,,,,,
166,2019-03-04,0.5,Rest Break,,,,,
167,2019-03-04,2.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
168,2019-03-04,0.5,Lunch Break,,,,,
169,2019-03-04,5.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
170,2019-03-05,0.5,Rest Break,,,,,
171,2019-03-05,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
172,2019-03-05,3.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
173,2019-03-05,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
174,2019-03-06,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
175,2019-03-06,0.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
176,2019-03-06,2.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
177,2019-03-06,0.5,Lunch Break,,,,,
178,2019-03-06,0.5,Rest Break,,,,,
179,2019-03-06,3.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
180,2019-03-07,0.5,Rest Break,,,,,
181,2019-03-07,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
182,2019-03-07,0.58,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
183,2019-03-07,0.58,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
184,2019-03-07,2.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
185,2019-03-07,0.33,Lunch Break,,,,,
186,2019-03-07,1.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
187,2019-03-07,2.09,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
188,2019-03-08,0.5,Rest Break,,,,,
189,2019-03-08,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
190,2019-03-08,1.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
191,2019-03-08,1.0,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
192,2019-03-08,0.33,Lunch Break,,,,,
193,2019-03-08,2.42,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
194,2019-03-08,0.17,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
195,2019-03-08,0.75,Gabel Energy,,Gabel: Accounting,No,Residential,Overhead
196,2019-03-08,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
197,2019-03-08,0.33,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
198,2019-03-11,0.5,Rest Break,,,,,
199,2019-03-11,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
200,2019-03-11,1.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
201,2019-03-11,0.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
202,2019-03-11,2.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
203,2019-03-11,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
204,2019-03-11,1.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
205,2019-03-11,1.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
206,2019-03-11,0.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
207,2019-03-12,0.5,Rest Break,,,,,
208,2019-03-12,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
209,2019-03-12,0.59,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
210,2019-03-12,0.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
211,2019-03-12,0.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
212,2019-03-12,0.5,Lunch Break,,,,,
213,2019-03-12,0.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
214,2019-03-12,0.42,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
215,2019-03-12,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
216,2019-03-12,0.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
217,2019-03-12,0.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
218,2019-03-12,1.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
219,2019-03-12,0.83,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
220,2019-03-12,0.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
221,2019-03-12,0.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
222,2019-03-12,0.33,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
223,2019-03-13,0.5,Rest Break,,,,,
224,2019-03-13,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
225,2019-03-13,1.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
226,2019-03-13,0.5,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Nonresidential,Overhead
227,2019-03-13,0.32,Lunch Break,,,,,
228,2019-03-13,0.51,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Nonresidential,Overhead
229,2019-03-13,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
230,2019-03-13,1.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
231,2019-03-13,0.5,Gabel Energy,,Gabel: Office Management,No,Residential,Overhead
232,2019-03-13,1.42,Gabel Energy,,Gabel: Meeting,No,Residential,Overhead
233,2019-03-13,0.58,Gabel Energy,,Gabel: Special Projects,No,Residential,Overhead
234,2019-03-14,0.5,Rest Break,,,,,
235,2019-03-14,0.65,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
236,2019-03-14,1.68,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
237,2019-03-14,0.5,Lunch Break,,,,,
238,2019-03-14,5.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
239,2019-03-15,0.5,Rest Break,,,,,
240,2019-03-15,2.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
241,2019-03-15,0.42,Lunch Break,,,,,
242,2019-03-15,3.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
243,2019-03-15,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
244,2019-03-15,1.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
245,2019-03-18,1.74,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Nonresidential,Overhead
246,2019-03-18,0.26,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
247,2019-03-18,0.92,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
248,2019-03-18,0.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
249,2019-03-18,0.42,Lunch Break,,,,,
250,2019-03-18,2.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
251,2019-03-18,0.5,Rest Break,,,,,
252,2019-03-18,2.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
253,2019-03-19,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
254,2019-03-19,2.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
255,2019-03-19,0.42,Rest Break,,,,,
256,2019-03-19,0.5,Lunch Break,,,,,
257,2019-03-19,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
258,2019-03-19,1.08,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
259,2019-03-19,2.75,Gabel Energy,,Gabel: Office Management,No,Residential,Overhead
260,2019-03-20,3.33,Gabel Energy,,Gabel: Email,No,Residential,Overhead
261,2019-03-20,0.25,Rest Break,,,,,
262,2019-03-20,0.25,Lunch Break,,,,,
263,2019-03-20,0.25,Gabel Energy,,Gabel: Email,No,Residential,Overhead
264,2019-03-20,0.25,Rest Break,,,,,
265,2019-03-20,2.92,Gabel Energy,,Gabel: Email,No,Residential,Overhead
266,2019-03-21,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
267,2019-03-21,0.83,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:PG&E,Task 3 - Compliance Improvement
268,2019-03-21,1.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
269,2019-03-21,0.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
270,2019-03-21,0.25,Lunch Break,,,,,
271,2019-03-21,0.25,Rest Break,,,,,
272,2019-03-21,2.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
273,2019-03-21,1.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
274,2019-03-21,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
275,2019-03-21,0.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
276,2019-03-22,1.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
277,2019-03-22,1.75,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
278,2019-03-22,0.33,Lunch Break,,,,,
279,2019-03-22,3.67,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
280,2019-03-22,0.17,Rest Break,,,,,
281,2019-03-22,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
282,2019-03-25,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
283,2019-03-25,2.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:PG&E,Task 3 - Compliance Improvement
284,2019-03-25,0.25,Lunch Break,,,,,
285,2019-03-25,0.99,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
286,2019-03-25,0.67,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T31819: Inventory Management,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
287,2019-03-25,3.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
288,2019-03-26,3.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
289,2019-03-26,0.33,Lunch Break,,,,,
290,2019-03-26,2.74,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
291,2019-03-26,0.51,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
292,2019-03-26,0.25,Rest Break,,,,,
293,2019-03-26,1.08,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
294,2019-03-27,0.58,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
295,2019-03-27,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:PG&E,Task 3 - Compliance Improvement
296,2019-03-27,1.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
297,2019-03-27,0.17,Lunch Break,,,,,
298,2019-03-27,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
299,2019-03-27,0.25,Rest Break,,,,,
300,2019-03-27,3.33,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
301,2019-03-28,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
302,2019-03-28,3.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
303,2019-03-28,0.5,Lunch Break,,,,,
304,2019-03-28,0.5,Rest Break,,,,,
305,2019-03-28,3.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
306,2019-03-28,0.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
307,2019-03-29,3.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
308,2019-03-29,0.42,Lunch Break,,,,,
309,2019-03-29,3.16,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
310,2019-03-29,2.18,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
311,2019-04-01,2.3,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
312,2019-04-01,0.87,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
313,2019-04-01,0.25,Lunch Break,,,,,
314,2019-04-01,0.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
315,2019-04-01,0.25,Rest Break,,,,,
316,2019-04-01,3.24,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
317,2019-04-01,0.84,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
318,2019-04-01,0.25,Lunch Break,,,,,
319,2019-04-01,0.33,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
320,2019-04-02,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
321,2019-04-02,1.49,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
322,2019-04-02,0.51,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
323,2019-04-02,0.5,Lunch Break,,,,,
324,2019-04-02,0.33,Rest Break,,,,,
325,2019-04-02,1.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
326,2019-04-02,1.42,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
327,2019-04-02,2.08,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
328,2019-04-03,1.97,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
329,2019-04-03,0.53,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
330,2019-04-03,0.5,Lunch Break,,,,,
331,2019-04-03,1.83,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
332,2019-04-03,0.25,Rest Break,,,,,
333,2019-04-03,0.42,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
334,2019-04-03,1.25,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
335,2019-04-03,0.83,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
336,2019-04-04,3.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
337,2019-04-04,0.5,Lunch Break,,,,,
338,2019-04-04,1.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
339,2019-04-04,1.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
340,2019-04-04,1.67,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Nonresidential,Overhead
341,2019-04-05,1.25,Gabel Energy,,Gabel: Email,No,Nonresidential,Overhead
342,2019-04-05,0.25,Rest Break,,,,,
343,2019-04-05,1.83,Gabel Energy,,Gabel: Accounting,No,Nonresidential,Overhead
344,2019-04-05,0.5,Lunch Break,,,,,
345,2019-04-05,1.83,Gabel Energy,,Gabel: Office Management,No,Nonresidential,Overhead
346,2019-04-05,1.83,Gabel Energy,,Gabel: Office Management,No,Nonresidential,Overhead
347,2019-04-08,1.58,Gabel Energy,,Gabel: Email,No,Nonresidential,Overhead
348,2019-04-08,1.67,Gabel Energy,,Gabel: Office Management,No,Residential,Overhead
349,2019-04-09,2.67,Gabel Energy,,Gabel: Accounting,No,Residential,Overhead
350,2019-04-09,0.5,Lunch Break,,,,,
351,2019-04-09,0.83,Gabel Energy,,Gabel: Accounting,No,Residential,Overhead
352,2019-04-09,1.17,Gabel Energy,,Gabel: Meeting,No,Residential,Overhead
353,2019-04-09,1.25,Gabel Energy,,Gabel: Office Management,No,Residential,Overhead
