,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item
39,2019-01-11,2.98,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T#1801: Admin Support (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
40,2019-01-12,1.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
41,2019-01-13,0.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
42,2019-01-13,1.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
43,2019-01-13,0.75,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
44,2019-01-13,0.42,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
45,2019-01-14,0.42,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
46,2019-01-14,1.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
47,2019-01-14,2.42,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
48,2019-01-14,1.08,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
49,2019-01-14,1.0,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
50,2019-01-14,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
51,2019-01-14,0.5,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T#1801: Admin Support (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
52,2019-01-14,0.25,SAN DIEGO GAS & ELECTRIC CO,18002 Codes & Standards Buildings Edu,"T31801: ""Other"" General (add Notes):",Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
53,2019-01-14,0.17,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
54,2019-01-14,0.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
55,2019-01-14,1.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
56,2019-01-15,3.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
57,2019-01-15,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
58,2019-01-15,3.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
59,2019-01-15,0.5,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T#1801: Admin Support (add notes):,Yes,Utilities:PG&E,Task 1 - Decoding Talks
60,2019-01-15,2.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
61,2019-01-16,2.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
62,2019-01-16,1.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
63,2019-01-16,3.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
64,2019-01-16,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
65,2019-01-16,2.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
66,2019-01-16,0.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
67,2019-01-17,1.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
68,2019-01-17,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
69,2019-01-17,3.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
70,2019-01-17,0.5,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T#1802: General (add notes):,Yes,Utilities:PG&E,Task 4 - Future Code Work
71,2019-01-17,1.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
72,2019-01-17,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
73,2019-01-17,1.03,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
74,2019-01-18,1.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
75,2019-01-18,1.75,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
76,2019-01-18,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
77,2019-01-18,0.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
78,2019-01-18,2.33,Lunch Break,,,,,
79,2019-01-18,1.75,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
80,2019-01-18,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
81,2019-01-18,1.53,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
82,2019-01-19,1.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
83,2019-01-21,5.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
84,2019-01-21,1.83,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T#1801: Admin Support (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
85,2019-01-22,1.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
86,2019-01-22,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
87,2019-01-22,2.17,Pacific Gas & Electric Co.,18001 Codes &Standards Buildings Edu,T#1801: Admin Support (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
88,2019-01-22,1.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
89,2019-01-22,0.75,Lunch Break,,,,,
90,2019-01-22,0.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
91,2019-01-22,3.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
92,2019-01-23,2.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
93,2019-01-23,1.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
94,2019-01-23,1.33,Lunch Break,,,,,
95,2019-01-23,0.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
96,2019-01-23,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
97,2019-01-23,3.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
98,2019-01-24,1.42,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
99,2019-01-24,2.15,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
100,2019-01-24,2.92,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
101,2019-01-25,3.23,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
102,2019-01-25,1.17,Lunch Break,,,,,
103,2019-01-25,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
104,2019-01-25,1.0,Lunch Break,,,,,
105,2019-01-25,1.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
106,2019-01-25,0.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
107,2019-01-25,1.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
108,2019-01-25,1.58,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
109,2019-01-26,4.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
110,2019-01-28,8.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
111,2019-01-28,0.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
112,2019-01-28,0.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
113,2019-01-29,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
114,2019-01-29,4.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
115,2019-01-29,1.33,Lunch Break,,,,,
116,2019-01-29,2.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
117,2019-01-30,5.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
118,2019-01-30,1.0,Lunch Break,,,,,
119,2019-01-30,3.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
120,2019-01-31,1.78,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
121,2019-01-31,1.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
122,2019-01-31,0.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
123,2019-01-31,4.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
124,2019-02-01,4.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
125,2019-02-01,2.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
126,2019-02-01,1.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
127,2019-02-02,3.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
128,2019-02-04,1.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
129,2019-02-04,0.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
130,2019-02-04,1.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
131,2019-02-04,2.17,Lunch Break,,,,,
132,2019-02-04,3.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
133,2019-02-04,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
134,2019-02-04,0.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
135,2019-02-05,1.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
136,2019-02-05,1.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
137,2019-02-05,0.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
138,2019-02-05,1.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
139,2019-02-05,0.08,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
140,2019-02-05,2.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
141,2019-02-05,0.83,Lunch Break,,,,,
142,2019-02-05,2.92,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
143,2019-02-06,5.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
144,2019-02-06,0.25,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
145,2019-02-06,0.5,Lunch Break,,,,,
146,2019-02-06,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
147,2019-02-06,0.08,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
148,2019-02-06,1.75,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
149,2019-02-06,1.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
150,2019-02-06,0.5,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S31801: Other Support,Yes,Utilities:Other Utilities,Sub - 2050
151,2019-02-07,1.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
152,2019-02-07,0.25,"2050 Partners, Inc.",18327 Code Readiness MultiFamily,S31801: Other Support,Yes,Utilities:Other Utilities,Sub - 2050
153,2019-02-07,0.42,NORESCO,18340 SCE 2019 Resources Update,S31801: Other Support,Yes,Utilities:Other Utilities,Sub-NORESCO
154,2019-02-07,1.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
155,2019-02-07,0.5,Lunch Break,,,,,
156,2019-02-07,1.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
157,2019-02-07,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
158,2019-02-07,2.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
159,2019-02-08,3.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
160,2019-02-08,2.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
161,2019-02-08,1.75,Lunch Break,,,,,
162,2019-02-08,2.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
163,2019-02-09,2.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
164,2019-02-11,1.92,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
165,2019-02-11,1.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
166,2019-02-11,1.87,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
167,2019-02-11,1.47,Lunch Break,,,,,
168,2019-02-11,0.18,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
169,2019-02-11,0.62,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
170,2019-02-11,2.67,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
171,2019-02-12,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
172,2019-02-12,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
173,2019-02-12,1.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
174,2019-02-12,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks
175,2019-02-12,1.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
176,2019-02-12,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
177,2019-02-12,4.2,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
178,2019-02-13,1.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
179,2019-02-14,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
180,2019-02-14,3.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
181,2019-02-14,1.0,Lunch Break,,,,,
182,2019-02-14,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
183,2019-02-14,2.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
184,2019-02-14,1.0,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
185,2019-02-14,1.18,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
186,2019-02-15,0.92,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
187,2019-02-15,2.52,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
188,2019-02-15,2.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
189,2019-02-15,1.0,Lunch Break,,,,,
190,2019-02-15,3.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
191,2019-02-18,8.0,Holiday,,,,,
192,2019-02-19,2.08,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
193,2019-02-19,4.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
194,2019-02-19,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
195,2019-02-19,1.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
196,2019-02-19,1.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
197,2019-02-20,5.58,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
198,2019-02-20,2.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
199,2019-02-20,3.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
200,2019-02-21,1.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
201,2019-02-21,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
202,2019-02-21,5.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
203,2019-02-21,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
204,2019-02-21,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
205,2019-02-21,3.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
206,2019-02-22,1.92,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
207,2019-02-22,0.42,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks
208,2019-02-22,0.33,Rest Break,,,,,
209,2019-02-22,0.75,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
210,2019-02-22,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
211,2019-02-22,1.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
212,2019-02-22,2.75,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
213,2019-02-22,0.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
214,2019-02-22,1.33,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
215,2019-02-25,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
216,2019-02-25,0.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
217,2019-02-25,3.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
218,2019-02-25,2.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
219,2019-02-25,2.75,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
220,2019-02-26,3.67,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
221,2019-02-26,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
222,2019-02-26,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
223,2019-02-26,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
224,2019-02-26,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
225,2019-02-26,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
226,2019-02-26,0.57,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
227,2019-02-26,1.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
228,2019-02-26,1.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
229,2019-02-26,1.75,Lunch Break,,,,,
230,2019-02-26,0.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
231,2019-02-26,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T11901: Decoding QII,Yes,Utilities:PG&E,Task 1 - Decoding Talks
232,2019-02-26,3.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
233,2019-02-27,2.33,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
234,2019-02-27,4.58,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
235,2019-02-27,1.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
236,2019-02-28,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
237,2019-02-28,1.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
238,2019-02-28,4.42,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
239,2019-02-28,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
240,2019-02-28,1.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
241,2019-03-01,3.17,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
242,2019-03-01,1.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
243,2019-03-02,2.83,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
244,2019-03-04,0.4,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
245,2019-03-04,1.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
246,2019-03-04,2.58,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
247,2019-03-04,2.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
248,2019-03-04,4.42,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
249,2019-03-05,4.42,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
250,2019-03-06,1.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
251,2019-03-06,2.33,Lunch Break,,,,,
252,2019-03-06,4.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
253,2019-03-06,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
254,2019-03-06,0.25,Pacific Gas & Electric - Kelly Task 4,19006 - Task 4 - Kelly Contract,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 4 - Future Code Work
255,2019-03-07,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
256,2019-03-07,0.25,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
257,2019-03-07,3.42,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
258,2019-03-07,0.42,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
259,2019-03-07,1.6,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
260,2019-03-08,3.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
261,2019-03-08,1.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
262,2019-03-08,2.17,Lunch Break,,,,,
263,2019-03-08,1.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
264,2019-03-08,1.08,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
265,2019-03-08,1.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
266,2019-03-10,1.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
267,2019-03-10,2.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
268,2019-03-10,0.25,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
269,2019-03-10,0.25,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
270,2019-03-11,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
271,2019-03-11,3.08,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
272,2019-03-11,1.5,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
273,2019-03-11,1.67,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
274,2019-03-11,1.5,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
275,2019-03-11,1.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
276,2019-03-11,2.25,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
277,2019-03-12,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
278,2019-03-12,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
279,2019-03-12,2.0,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
280,2019-03-12,2.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
281,2019-03-12,0.75,Lunch Break,,,,,
282,2019-03-12,1.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
283,2019-03-12,0.17,SAN DIEGO GAS & ELECTRIC CO,19002 Codes & Standards Edu,T#1803: Internal Management (add notes):,Yes,Utilities:SDG&E,Task 3 - Compliance Improvement
284,2019-03-12,1.25,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
285,2019-03-13,2.75,Gabel Energy,,Gabel: Accounting,No,Overhead,Overhead
286,2019-03-13,1.5,Pacific Gas & Electric Co.,19001 Codes & Standards Buildings Edu,T#1803: Internal Management (add notes):,Yes,Utilities:PG&E,Task 3 - Compliance Improvement
