,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item
21,2019-01-04,2.0,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work
22,2019-01-05,0.17,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
23,2019-01-05,0.75,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Energy Code Compliance Work
24,2019-01-06,1.92,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
25,2019-01-06,0.5,Lunch Break,,,,,
26,2019-01-06,4.33,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
27,2019-01-07,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
28,2019-01-07,1.75,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
29,2019-01-07,0.17,Rest Break,,,,,
30,2019-01-07,1.08,Lunch Break,,,,,
31,2019-01-07,0.33,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
32,2019-01-07,0.33,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
33,2019-01-07,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
34,2019-01-07,1.83,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
35,2019-01-07,0.08,Rest Break,,,,,
36,2019-01-07,1.17,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
37,2019-01-07,0.17,Rest Break,,,,,
38,2019-01-07,0.25,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
39,2019-01-07,0.33,HOMEOWNER,18366 Williamette Addition [Larry Downer],Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
40,2019-01-08,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
41,2019-01-08,0.83,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
42,2019-01-08,0.25,Rest Break,,,,,
43,2019-01-08,0.92,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
44,2019-01-08,0.75,Lunch Break,,,,,
45,2019-01-08,1.08,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
46,2019-01-08,0.25,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
47,2019-01-08,0.17,Rest Break,,,,,
48,2019-01-08,3.25,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
49,2019-01-09,2.33,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
50,2019-01-09,0.58,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
51,2019-01-09,0.25,Lunch Break,,,,,
52,2019-01-09,0.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
53,2019-01-09,0.33,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
54,2019-01-09,0.75,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
55,2019-01-09,0.58,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Extra Services
56,2019-01-09,0.25,Rest Break,,,,,
57,2019-01-09,0.5,BDE Architecture Inc.,17214 Walnut Creek Transit Village Phase,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
58,2019-01-09,1.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
59,2019-01-09,1.0,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
60,2019-01-10,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
61,2019-01-10,0.67,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
62,2019-01-10,0.33,"Kasia Ekstrand, Architect",19015 - Gelman Interior Remodel,Compliance,No,Nonresidential,Energy Code Compliance Work
63,2019-01-10,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
64,2019-01-10,0.5,"Kasia Ekstrand, Architect",19015 - Gelman Interior Remodel,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
65,2019-01-10,0.17,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
66,2019-01-10,1.17,Lunch Break,,,,,
67,2019-01-10,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
68,2019-01-10,0.08,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Project Coordination,No,Nonresidential,Energy Code Compliance Work
69,2019-01-10,0.25,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
70,2019-01-10,0.33,"Kasia Ekstrand, Architect",19015 - Gelman Interior Remodel,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
71,2019-01-10,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
72,2019-01-10,0.75,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
73,2019-01-10,0.5,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
74,2019-01-10,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
75,2019-01-10,0.0,Rest Break,,,,,
76,2019-01-10,0.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
77,2019-01-10,1.5,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
78,2019-01-11,1.75,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
79,2019-01-11,0.33,BDE Architecture Inc.,18116 MB Lakeside Sunnyvale,Develop Report,Yes,Nonresidential,CA Phase
80,2019-01-11,1.08,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
81,2019-01-11,1.5,Lunch Break,,,,,
82,2019-01-11,0.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
83,2019-01-11,1.08,BDE Architecture Inc.,18116 MB Lakeside Sunnyvale,Develop Report,Yes,Nonresidential,CA Phase
84,2019-01-11,2.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
85,2019-01-14,0.83,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
86,2019-01-14,0.42,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
87,2019-01-14,0.67,Lunch Break,,,,,
88,2019-01-14,0.0,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
89,2019-01-14,0.33,MESH Design Build Studio Inc.,18051 Mirchandini Residence,Revision,No,Residential,Energy Code Compliance Work
90,2019-01-14,0.75,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
91,2019-01-14,0.5,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
92,2019-01-14,0.42,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
93,2019-01-14,1.17,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
94,2019-01-14,0.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
95,2019-01-15,0.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
96,2019-01-15,0.08,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
97,2019-01-15,0.42,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
98,2019-01-15,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
99,2019-01-15,0.58,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
100,2019-01-15,1.08,Lunch Break,,,,,
101,2019-01-15,0.0,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
102,2019-01-15,0.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
103,2019-01-15,3.0,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
104,2019-01-15,0.17,Rest Break,,,,,
105,2019-01-15,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
106,2019-01-15,1.08,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
107,2019-01-16,0.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
108,2019-01-16,0.33,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Project Coordination,No,Nonresidential,Energy Code Compliance Work
109,2019-01-16,0.08,Rest Break,,,,,
110,2019-01-16,0.75,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Project Coordination,No,Nonresidential,Energy Code Compliance Work
111,2019-01-16,4.08,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
112,2019-01-16,0.58,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Develop Report,No,Nonresidential,Energy Code Compliance Work
113,2019-01-16,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
114,2019-01-16,0.5,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
115,2019-01-16,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
116,2019-01-16,0.42,REYES STUDIO,18126 [Knudson] Granite Lion Cellars,Develop Report,Yes,Nonresidential,Extra Services
117,2019-01-16,0.25,Rest Break,,,,,
118,2019-01-16,0.08,Rest Break,,,,,
119,2019-01-16,0.25,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
120,2019-01-17,0.58,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
121,2019-01-17,0.5,REYES STUDIO,18126 [Knudson] Granite Lion Cellars,Develop Report,Yes,Nonresidential,Extra Services
122,2019-01-17,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
123,2019-01-17,1.25,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
124,2019-01-17,0.25,Rest Break,,,,,
125,2019-01-17,0.92,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
126,2019-01-17,0.67,Lunch Break,,,,,
127,2019-01-17,0.42,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
128,2019-01-17,0.25,Rest Break,,,,,
129,2019-01-17,1.17,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
130,2019-01-17,0.08,Rest Break,,,,,
131,2019-01-17,0.42,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
132,2019-01-17,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
133,2019-01-17,0.67,"Kasia Ekstrand, Architect",19015 - Gelman Interior Remodel,Develop Report,No,Nonresidential,Energy Code Compliance Work
134,2019-01-17,1.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
135,2019-01-18,0.33,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Meeting,No,Nonresidential,Energy Code Compliance Work
136,2019-01-18,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
137,2019-01-18,0.42,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
138,2019-01-18,0.08,Rest Break,,,,,
139,2019-01-18,0.25,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
140,2019-01-18,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
141,2019-01-18,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
142,2019-01-18,1.25,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
143,2019-01-18,0.17,Rest Break,,,,,
144,2019-01-18,0.0,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
145,2019-01-21,8.0,Holiday,,,,,
146,2019-01-22,1.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
147,2019-01-22,0.83,Lunch Break,,,,,
148,2019-01-22,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
149,2019-01-22,0.33,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
150,2019-01-22,0.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
151,2019-01-23,0.42,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
152,2019-01-23,0.58,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Project Coordination,No,Nonresidential,Energy Code Compliance Work
153,2019-01-23,0.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
154,2019-01-23,0.75,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Compliance,No,Residential,Consulting
155,2019-01-23,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
156,2019-01-23,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
157,2019-01-23,2.42,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
158,2019-01-23,1.08,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Compliance,No,Residential,Energy Code Compliance Work
159,2019-01-23,0.17,Rest Break,,,,,
160,2019-01-24,0.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
161,2019-01-24,0.33,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
162,2019-01-24,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
163,2019-01-24,1.08,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
164,2019-01-24,3.33,Lunch Break,,,,,
165,2019-01-24,0.33,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
166,2019-01-24,0.08,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
167,2019-01-24,0.25,HOMEOWNER,18366 Williamette Addition [Larry Downer],Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
168,2019-01-24,1.17,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
169,2019-01-24,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
170,2019-01-24,1.75,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
171,2019-01-25,0.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
172,2019-01-25,1.0,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Peer Review/Education,No,Nonresidential,Energy Code Compliance Work
173,2019-01-25,0.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
174,2019-01-25,0.67,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
175,2019-01-25,0.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
176,2019-01-25,0.92,Lunch Break,,,,,
177,2019-01-25,0.0,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
178,2019-01-25,0.75,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
179,2019-01-25,0.08,Rest Break,,,,,
180,2019-01-25,0.92,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
181,2019-01-25,0.5,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
182,2019-01-25,0.58,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Develop Report,No,Nonresidential,Energy Code Compliance Work
183,2019-01-25,0.17,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
184,2019-01-25,0.17,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Develop Report,No,Nonresidential,Energy Code Compliance Work
185,2019-01-25,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
186,2019-01-25,0.83,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Peer Review/Education,No,Nonresidential,Energy Code Compliance Work
187,2019-01-28,0.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
188,2019-01-28,0.92,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Project Coordination,No,Nonresidential,Energy Code Compliance Work
189,2019-01-28,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
190,2019-01-28,0.75,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
191,2019-01-28,0.08,Rest Break,,,,,
192,2019-01-28,1.08,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
193,2019-01-28,0.17,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
194,2019-01-28,0.83,Lunch Break,,,,,
195,2019-01-28,0.08,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
196,2019-01-28,0.83,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
197,2019-01-28,0.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
198,2019-01-28,0.17,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
199,2019-01-28,0.5,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Project Coordination,No,Nonresidential,Energy Code Compliance Work
200,2019-01-28,0.08,Rest Break,,,,,
201,2019-01-28,0.08,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Project Coordination,No,Nonresidential,Energy Code Compliance Work
202,2019-01-28,0.75,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
203,2019-01-28,0.5,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Develop Report,No,Nonresidential,Energy Code Compliance Work
204,2019-01-29,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
205,2019-01-29,0.25,HOMEOWNER,18366 Williamette Addition [Larry Downer],Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
206,2019-01-29,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
207,2019-01-29,1.5,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
208,2019-01-29,0.08,Rest Break,,,,,
209,2019-01-29,0.0,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
210,2019-01-29,1.17,Lunch Break,,,,,
211,2019-01-29,0.67,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
212,2019-01-29,1.17,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
213,2019-01-29,1.58,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
214,2019-01-29,0.25,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
215,2019-01-29,0.0,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
216,2019-01-29,0.17,HOMEOWNER,18366 Williamette Addition [Larry Downer],Project Coordination,No,Residential,Energy Code Compliance Work
217,2019-01-29,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
218,2019-01-29,0.33,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
219,2019-01-30,3.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
220,2019-01-30,0.0,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
221,2019-01-30,0.08,Rest Break,,,,,
222,2019-01-30,0.0,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
223,2019-01-30,0.42,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
224,2019-01-30,0.58,Lunch Break,,,,,
225,2019-01-30,0.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
226,2019-01-30,0.08,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Revision,No,Nonresidential,Energy Code Compliance Work
227,2019-01-30,0.58,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
228,2019-01-30,0.25,Lunch Break,,,,,
229,2019-01-30,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
230,2019-01-30,0.25,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Project Coordination,No,Nonresidential,Energy Code Compliance Work
231,2019-01-30,0.17,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
232,2019-01-30,1.08,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
233,2019-01-30,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
234,2019-01-30,0.17,Rest Break,,,,,
235,2019-01-30,0.0,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
236,2019-01-30,1.17,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
237,2019-01-31,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
238,2019-01-31,1.08,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
239,2019-01-31,1.75,Lunch Break,,,,,
240,2019-01-31,0.0,BDE Architecture Inc.,18348 1650 S. Delaware - Four Corners,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
241,2019-01-31,0.92,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
242,2019-01-31,0.42,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
243,2019-01-31,0.17,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
244,2019-01-31,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
245,2019-01-31,0.25,"Carollo Engineers, Inc.",19012 Modesto - River Trunk,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
246,2019-01-31,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
247,2019-01-31,1.0,HOMEOWNER,18366 Williamette Addition [Larry Downer],Meeting,No,Residential,Energy Code Compliance Work
248,2019-02-01,0.17,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
249,2019-02-01,0.5,BDE Architecture Inc.,18247 Windy Hill Multifamily,Project Coordination,No,Nonresidential,Energy Code Compliance Work
250,2019-02-01,0.25,ALTUS Architecture + Design,19009 - Munson Residence and Guest House,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
251,2019-02-01,0.25,Rest Break,,,,,
