,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item
85,2019-01-16,0.75,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
86,2019-01-16,0.67,"Wm. F. Holland, Architect",18285 - Zuraw-Krebs Residence,Revision,Yes,Residential,Revision
87,2019-01-17,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
88,2019-01-17,0.33,Jarvis Architects,18389 - Alexandre Residence,Peer Review/Education,No,Residential,Energy Code Compliance Work
89,2019-01-17,0.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
90,2019-01-17,0.33,Kuhl Architecture,18391 - Mississippi Street Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
91,2019-01-17,1.33,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
92,2019-01-17,0.92,Lunch Break,,,,,
93,2019-01-17,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
94,2019-01-17,0.67,Kuhl Architecture,18391 - Mississippi Street Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
95,2019-01-17,0.17,Rest Break,,,,,
96,2019-01-17,0.83,Kuhl Architecture,18391 - Mississippi Street Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
97,2019-01-17,1.5,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
98,2019-01-18,0.67,Kuhl Architecture,18391 - Mississippi Street Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
99,2019-01-18,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
100,2019-01-18,1.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
101,2019-01-18,0.33,Kuhl Architecture,18391 - Mississippi Street Residence,Project Coordination,No,Residential,Energy Code Compliance Work
102,2019-01-18,0.42,Kuhl Architecture,18391 - Mississippi Street Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
103,2019-01-18,0.17,Kuhl Architecture,18391 - Mississippi Street Residence,Compliance,No,Residential,Energy Code Compliance Work
104,2019-01-18,1.25,Lunch Break,,,,,
105,2019-01-18,0.17,Kuhl Architecture,18391 - Mississippi Street Residence,Project Coordination,No,Residential,Energy Code Compliance Work
106,2019-01-18,3.07,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
107,2019-01-18,0.1,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
108,2019-01-19,1.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
109,2019-01-19,1.75,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
110,2019-01-20,3.33,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
111,2019-01-21,8.0,Holiday,,,,,
112,2019-01-22,4.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
113,2019-01-22,0.17,Ann Maria Celona,19011 - Emery/McEachern Residence,Peer Review/Education,No,Residential,Energy Code Compliance Work
114,2019-01-22,0.17,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Peer Review/Education,No,Residential,Energy Code Compliance Work
115,2019-01-22,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
116,2019-01-22,0.67,Lunch Break,,,,,
117,2019-01-22,3.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
118,2019-01-23,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
119,2019-01-23,0.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
120,2019-01-23,1.67,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
121,2019-01-23,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
122,2019-01-23,0.25,Rest Break,,,,,
123,2019-01-23,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
124,2019-01-23,1.67,Lunch Break,,,,,
125,2019-01-23,3.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
126,2019-01-24,0.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
127,2019-01-24,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
128,2019-01-24,0.75,Gabel Energy,,Gabel: Research,No,Overhead,Overhead
129,2019-01-24,1.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
130,2019-01-24,1.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
131,2019-01-24,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
132,2019-01-24,0.25,Rest Break,,,,,
133,2019-01-24,0.5,Lunch Break,,,,,
134,2019-01-24,0.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
135,2019-01-24,1.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
136,2019-01-24,1.0,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
137,2019-01-24,0.58,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
138,2019-01-24,0.67,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
139,2019-01-24,0.58,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
140,2019-01-25,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
141,2019-01-25,0.25,"Peter David Gilbert, Architect",19014 - Loomans Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
142,2019-01-25,0.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
143,2019-01-25,0.58,"Peter David Gilbert, Architect",19014 - Loomans Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
144,2019-01-25,0.92,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
145,2019-01-25,0.67,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
146,2019-01-25,0.25,Rest Break,,,,,
147,2019-01-25,0.75,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
148,2019-01-25,1.92,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
149,2019-01-25,2.58,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
150,2019-01-26,1.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
151,2019-01-28,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
152,2019-01-28,0.92,Jarvis Architects,19013 - Bidwell Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
153,2019-01-28,0.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
154,2019-01-28,0.5,Jarvis Architects,19013 - Bidwell Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
155,2019-01-28,0.75,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
156,2019-01-28,0.08,Jarvis Architects,19013 - Bidwell Residence,Compliance,No,Residential,Energy Code Compliance Work
157,2019-01-28,0.17,Jarvis Architects,19013 - Bidwell Residence,Project Coordination,No,Residential,Energy Code Compliance Work
158,2019-01-28,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
159,2019-01-28,0.25,Jarvis Architects,19013 - Bidwell Residence,Project Coordination,No,Residential,Energy Code Compliance Work
160,2019-01-28,0.37,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
161,2019-01-28,0.52,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
162,2019-01-28,0.12,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
163,2019-01-28,0.25,Rest Break,,,,,
164,2019-01-28,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
165,2019-01-28,1.25,Lunch Break,,,,,
166,2019-01-28,1.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
167,2019-01-29,1.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
168,2019-01-29,0.83,Lunch Break,,,,,
169,2019-01-29,0.25,Rest Break,,,,,
170,2019-01-29,0.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
171,2019-01-29,1.0,Kaplan Architects,19029 - Heringer Dahnke Residence,Meeting,No,Residential,Energy Code Compliance Work
172,2019-01-29,0.5,Kaplan Architects,19029 - Heringer Dahnke Residence,Meeting,Yes,Residential,Energy Code Compliance Work
173,2019-01-29,0.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
174,2019-01-29,0.83,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
175,2019-01-30,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
176,2019-01-30,1.58,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
177,2019-01-30,0.25,Rest Break,,,,,
178,2019-01-30,0.75,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
179,2019-01-30,3.33,Lunch Break,,,,,
180,2019-01-30,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
181,2019-01-30,1.83,Buchanan Opalach Architects,18041 - Horrocks Mustard Residence,Energy Model/Takeoffs,Yes,Residential,Extra Services
182,2019-01-30,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
183,2019-01-31,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
184,2019-01-31,2.33,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
185,2019-01-31,1.17,Lunch Break,,,,,
186,2019-01-31,0.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
187,2019-01-31,0.33,Buchanan Opalach Architects,18041 - Horrocks Mustard Residence,Project Coordination,Yes,Residential,Extra Services
188,2019-01-31,1.25,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
189,2019-01-31,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
190,2019-02-01,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
191,2019-02-01,0.33,"Jason Kaldis Architect, Inc.",19019 - Smith Residence (ADU),Project Coordination,No,Residential,Energy Code Compliance Work
192,2019-02-01,0.67,"Jason Kaldis Architect, Inc.",19019 - Smith Residence (ADU),Compliance,No,Residential,Energy Code Compliance Work
193,2019-02-01,0.17,"Jason Kaldis Architect, Inc.",19019 - Smith Residence (ADU),Project Coordination,No,Residential,Energy Code Compliance Work
194,2019-02-01,7.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
195,2019-02-04,0.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
196,2019-02-04,0.5,"Jason Kaldis Architect, Inc.",19019 - Smith Residence (ADU),Project Coordination,No,Residential,Energy Code Compliance Work
197,2019-02-04,0.75,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
198,2019-02-04,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
199,2019-02-04,0.75,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
200,2019-02-04,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
201,2019-02-04,2.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
202,2019-02-04,1.0,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
203,2019-02-04,0.22,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
204,2019-02-04,0.78,Daniel Hoy AIA,18395 - Sweeney Residence,Project Coordination,No,Residential,Energy Code Compliance Work
205,2019-02-04,0.33,Daniel Hoy AIA,18395 - Sweeney Residence,Compliance,No,Residential,Energy Code Compliance Work
206,2019-02-04,0.33,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
207,2019-02-04,1.33,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
208,2019-02-04,0.25,Rest Break,,,,,
209,2019-02-04,0.83,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
210,2019-02-05,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
211,2019-02-05,0.5,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
212,2019-02-05,0.42,Lisa Joyce Architeture,19021 Stevens/Hirsch Residence,Peer Review/Education,No,Overhead,Overhead
213,2019-02-05,0.58,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
214,2019-02-05,0.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
215,2019-02-05,1.08,Jarvis Architects,19040 - Liu Schmitz Residence,Project Coordination,No,Residential,Energy Code Compliance Work
216,2019-02-05,0.67,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
217,2019-02-05,0.25,Rest Break,,,,,
218,2019-02-05,1.25,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
219,2019-02-05,0.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
220,2019-02-05,0.25,Jarvis Architects,19024 - Diamond Residence,Project Coordination,No,Residential,Energy Code Compliance Work
221,2019-02-05,0.25,Michael Heacock & Associates,19027 - Hurd Residence,Project Coordination,No,Residential,Energy Code Compliance Work
222,2019-02-05,0.25,Linvill and Pond Architects,19030 - Fu-Gugelmann Residence,Project Coordination,No,Residential,Energy Code Compliance Work
223,2019-02-05,1.25,"Italo Capestri, AIA",18394 - Hevin Residence,Project Coordination,No,Residential,Energy Code Compliance Work
224,2019-02-05,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
225,2019-02-06,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
226,2019-02-06,1.0,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
227,2019-02-06,0.5,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
228,2019-02-06,1.0,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
229,2019-02-06,0.22,Rest Break,,,,,
230,2019-02-06,0.7,Keene Builders,19039 - Strathman Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
231,2019-02-06,0.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
232,2019-02-06,1.0,Lunch Break,,,,,
233,2019-02-06,3.83,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
234,2019-02-07,1.17,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
235,2019-02-07,0.75,Gabel Energy,,Gabel: Research,No,Overhead,Overhead
236,2019-02-07,0.83,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
237,2019-02-07,0.5,Michael Heacock & Associates,19027 - Hurd Residence,Project Coordination,No,Residential,Energy Code Compliance Work
238,2019-02-07,0.58,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
239,2019-02-07,0.25,Rest Break,,,,,
240,2019-02-07,0.5,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
241,2019-02-07,1.17,Lunch Break,,,,,
242,2019-02-07,3.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
243,2019-02-08,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
244,2019-02-08,1.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
245,2019-02-08,1.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
246,2019-02-08,1.17,Lunch Break,,,,,
247,2019-02-08,1.08,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
248,2019-02-08,0.25,Rest Break,,,,,
249,2019-02-08,1.08,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
250,2019-02-08,1.92,Lunch Break,,,,,
251,2019-02-08,0.42,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
252,2019-02-09,0.75,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
253,2019-02-09,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
254,2019-02-09,0.17,Kaplan Architects,19029 - Heringer Dahnke Residence,Project Coordination,No,Residential,Energy Code Compliance Work
255,2019-02-09,1.58,Kaplan Architects,19029 - Heringer Dahnke Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
256,2019-02-09,0.25,Rest Break,,,,,
257,2019-02-09,1.17,Lunch Break,,,,,
258,2019-02-09,1.25,Kaplan Architects,19029 - Heringer Dahnke Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
259,2019-02-09,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
260,2019-02-11,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
261,2019-02-11,1.17,Kaplan Architects,19029 - Heringer Dahnke Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
262,2019-02-11,0.17,Kaplan Architects,19029 - Heringer Dahnke Residence,Compliance,No,Residential,Energy Code Compliance Work
263,2019-02-11,0.33,Kaplan Architects,19029 - Heringer Dahnke Residence,Project Coordination,No,Residential,Energy Code Compliance Work
264,2019-02-11,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
265,2019-02-11,0.33,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
266,2019-02-11,0.5,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
267,2019-02-11,0.33,Gabel Energy,,Peer Review/Education,No,Overhead,Overhead
268,2019-02-11,0.25,Rest Break,,,,,
269,2019-02-11,0.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
270,2019-02-11,0.83,Lunch Break,,,,,
271,2019-02-11,0.5,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
272,2019-02-11,0.67,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
273,2019-02-11,0.22,Linvill and Pond Architects,19030 - Fu-Gugelmann Residence,Project Coordination,No,Residential,Energy Code Compliance Work
274,2019-02-11,0.28,Jarvis Architects,19024 - Diamond Residence,Project Coordination,No,Residential,Energy Code Compliance Work
275,2019-02-11,0.5,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
276,2019-02-11,0.25,Rest Break,,,,,
277,2019-02-11,0.33,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
278,2019-02-11,0.67,Jarvis Architects,19024 - Diamond Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
279,2019-02-11,0.17,Jarvis Architects,19024 - Diamond Residence,Compliance,No,Residential,Energy Code Compliance Work
280,2019-02-11,0.25,HOMEOWNER,18354 (Spaulding) Scates ADU,Plan Check,No,Residential,Energy Code Compliance Work
281,2019-02-11,0.25,HOMEOWNER,18392 - (Spaulding) Ye Residence,Plan Check,No,Residential,Energy Code Compliance Work
282,2019-02-12,1.25,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
283,2019-02-12,0.75,"Jason Kaldis Architect, Inc.",18383 - Engwall Residence,Project Coordination,No,Residential,Energy Code Compliance Work
284,2019-02-12,1.0,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
285,2019-02-12,0.33,"Jason Kaldis Architect, Inc.",18383 - Engwall Residence,Project Coordination,No,Residential,Energy Code Compliance Work
286,2019-02-12,1.67,Lunch Break,,,,,
287,2019-02-12,0.83,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
288,2019-02-12,1.0,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
289,2019-02-12,0.17,"Jason Kaldis Architect, Inc.",18383 - Engwall Residence,Project Coordination,No,Residential,Energy Code Compliance Work
290,2019-02-12,0.17,Linvill and Pond Architects,19030 - Fu-Gugelmann Residence,Project Coordination,No,Residential,Energy Code Compliance Work
291,2019-02-12,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
292,2019-02-12,0.08,"Jason Kaldis Architect, Inc.",18383 - Engwall Residence,Project Coordination,No,Residential,Energy Code Compliance Work
293,2019-02-12,0.5,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
294,2019-02-12,0.92,Gabel Energy,,Gabel: Office Management,No,Overhead,Overhead
295,2019-02-12,2.17,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
296,2019-02-13,1.25,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
297,2019-02-13,1.92,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
298,2019-02-13,0.25,Linvill and Pond Architects,19030 - Fu-Gugelmann Residence,Project Coordination,No,Residential,Energy Code Compliance Work
