,local_date,hours,jobcode_1,jobcode_2,activity,billable,class,service item
22,2019-01-04,0.25,Rest Break,,,,,
23,2019-01-04,0.5,Lunch Break,,,,,
24,2019-01-04,0.2,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
25,2019-01-04,0.05,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
26,2019-01-04,0.65,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
27,2019-01-04,0.32,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
28,2019-01-04,0.08,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Project Coordination,No,Residential,Energy Code Compliance Work
29,2019-01-04,0.3,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
30,2019-01-04,0.4,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
31,2019-01-04,1.67,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
32,2019-01-04,0.25,Rest Break,,,,,
33,2019-01-04,0.87,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
34,2019-01-04,0.07,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
35,2019-01-04,0.03,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
36,2019-01-06,1.68,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
37,2019-01-06,1.27,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
38,2019-01-06,0.28,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
39,2019-01-07,0.08,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
40,2019-01-07,3.9,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
41,2019-01-07,0.5,Lunch Break,,,,,
42,2019-01-07,0.15,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
43,2019-01-07,0.65,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
44,2019-01-07,0.37,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
45,2019-01-07,4.88,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
46,2019-01-07,0.25,Rest Break,,,,,
47,2019-01-08,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
48,2019-01-08,0.05,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
49,2019-01-08,0.22,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
50,2019-01-08,0.52,Daniel Hoy AIA,18357 - 2050 San Jose,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
51,2019-01-08,0.43,Daniel Hoy AIA,18357 - 2050 San Jose,Project Coordination,No,Residential,Energy Code Compliance Work
52,2019-01-08,0.4,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Project Coordination,No,Residential,Energy Code Compliance Work
53,2019-01-08,0.18,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
54,2019-01-08,0.03,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
55,2019-01-08,0.22,Rest Break,,,,,
56,2019-01-08,0.18,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
57,2019-01-08,0.3,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
58,2019-01-08,0.28,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
59,2019-01-08,0.52,Lunch Break,,,,,
60,2019-01-08,0.38,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
61,2019-01-08,0.98,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
62,2019-01-08,0.1,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
63,2019-01-08,0.7,Daniel Hoy AIA,18357 - 2050 San Jose,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
64,2019-01-08,0.53,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
65,2019-01-08,1.95,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
66,2019-01-09,0.05,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
67,2019-01-09,0.35,Buchanan Opalach Architects,18386 - Gopalakrishnan Residence,Project Coordination,No,Residential,Energy Code Compliance Work
68,2019-01-09,0.4,BDE Architecture Inc.,18267 Flower Mart Multi-family,Develop Report,No,Nonresidential,Energy Code Compliance Work
69,2019-01-09,0.38,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
70,2019-01-09,0.2,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
71,2019-01-09,0.03,BDE Architecture Inc.,18267 Flower Mart Multi-family,Project Coordination,No,Nonresidential,Energy Code Compliance Work
72,2019-01-09,0.32,McFall Architecture,18359 - Aufmuth Hugo Residence,Project Coordination,No,Residential,Energy Code Compliance Work
73,2019-01-09,0.27,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
74,2019-01-09,0.33,McFall Architecture,18359 - Aufmuth Hugo Residence,Project Coordination,No,Residential,Energy Code Compliance Work
75,2019-01-09,0.38,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
76,2019-01-09,0.25,BDE Architecture Inc.,18267 Flower Mart Multi-family,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
77,2019-01-09,0.12,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
78,2019-01-09,0.27,BDE Architecture Inc.,18267 Flower Mart Multi-family,Develop Report,No,Nonresidential,Energy Code Compliance Work
79,2019-01-09,0.5,Lunch Break,,,,,
80,2019-01-09,0.2,Daniel Hoy AIA,18357 - 2050 San Jose,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
81,2019-01-09,0.88,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
82,2019-01-09,0.1,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
83,2019-01-09,0.13,McFall Architecture,18359 - Aufmuth Hugo Residence,Project Coordination,No,Residential,Energy Code Compliance Work
84,2019-01-09,0.23,Rest Break,,,,,
85,2019-01-09,0.52,BDE Architecture Inc.,18267 Flower Mart Multi-family,Develop Report,No,Nonresidential,Energy Code Compliance Work
86,2019-01-09,0.3,McFall Architecture,18359 - Aufmuth Hugo Residence,Project Coordination,No,Residential,Energy Code Compliance Work
87,2019-01-09,0.3,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
88,2019-01-09,0.47,Daniel Hoy AIA,18357 - 2050 San Jose,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
89,2019-01-09,0.38,BDE Architecture Inc.,18267 Flower Mart Multi-family,Project Coordination,No,Nonresidential,Energy Code Compliance Work
90,2019-01-09,0.32,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
91,2019-01-09,0.25,Rest Break,,,,,
92,2019-01-09,0.1,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
93,2019-01-09,0.35,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
94,2019-01-10,0.07,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
95,2019-01-10,0.03,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
96,2019-01-10,0.05,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
97,2019-01-10,0.67,Jarvis Architects,18381 - Bronner Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
98,2019-01-10,0.37,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
99,2019-01-10,0.33,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
100,2019-01-10,0.12,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
101,2019-01-10,0.03,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
102,2019-01-10,0.37,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
103,2019-01-10,0.55,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
104,2019-01-10,0.27,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
105,2019-01-10,0.25,Rest Break,,,,,
106,2019-01-10,0.5,Lunch Break,,,,,
107,2019-01-10,0.13,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
108,2019-01-10,0.23,Jarvis Architects,18381 - Bronner Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
109,2019-01-10,0.4,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
110,2019-01-10,1.05,BDE Architecture Inc.,"16150-MKC2 The Dean, 400 San Antonio Rd",Energy Model/Takeoffs,Yes,Nonresidential,Extra Services
111,2019-01-10,0.63,BDE Architecture Inc.,17169-GR3 16th & MLK,Energy Model/Takeoffs,Yes,Nonresidential,CA Phase
112,2019-01-10,0.6,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
113,2019-01-10,0.4,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
114,2019-01-10,0.1,Jarvis Architects,18381 - Bronner Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
115,2019-01-10,0.15,Jarvis Architects,18389 - Alexandre Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
116,2019-01-10,0.18,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
117,2019-01-10,0.23,Rest Break,,,,,
118,2019-01-10,0.17,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
119,2019-01-11,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
120,2019-01-11,0.15,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
121,2019-01-11,1.02,Jarvis Architects,18389 - Alexandre Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
122,2019-01-11,0.05,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
123,2019-01-11,1.35,Jarvis Architects,18389 - Alexandre Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
124,2019-01-11,1.1,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
125,2019-01-11,0.13,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
126,2019-01-11,0.25,Rest Break,,,,,
127,2019-01-11,0.95,Lunch Break,,,,,
128,2019-01-11,0.18,ASD,18346 - 1390 Market Lobby Renovation,Project Coordination,No,Nonresidential,Energy Code Compliance Work
129,2019-01-11,0.88,Jarvis Architects,18389 - Alexandre Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
130,2019-01-11,0.4,Jarvis Architects,18389 - Alexandre Residence,Compliance,No,Residential,Energy Code Compliance Work
131,2019-01-11,0.07,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
132,2019-01-11,0.23,"Peter David Gilbert, Architect",18393 - Leong Residence,Project Coordination,No,Residential,Energy Code Compliance Work
133,2019-01-11,0.18,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
134,2019-01-11,0.13,"Peter David Gilbert, Architect",18393 - Leong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
135,2019-01-11,0.23,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
136,2019-01-11,0.25,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
137,2019-01-11,0.25,Rest Break,,,,,
138,2019-01-11,0.38,"Peter David Gilbert, Architect",18393 - Leong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
139,2019-01-14,2.0,PTO,,,,,
140,2019-01-14,0.1,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
141,2019-01-14,0.17,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
142,2019-01-14,0.18,ASD,18346 - 1390 Market Lobby Renovation,Project Coordination,No,Nonresidential,Energy Code Compliance Work
143,2019-01-14,0.03,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
144,2019-01-14,1.1,"Peter David Gilbert, Architect",18393 - Leong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
145,2019-01-14,0.23,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
146,2019-01-14,0.47,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
147,2019-01-14,0.17,"Peter David Gilbert, Architect",18393 - Leong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
148,2019-01-14,0.47,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
149,2019-01-14,0.52,Lunch Break,,,,,
150,2019-01-14,0.58,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
151,2019-01-14,0.42,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
152,2019-01-14,0.28,ASD,18346 - 1390 Market Lobby Renovation,Project Coordination,No,Nonresidential,Energy Code Compliance Work
153,2019-01-14,0.12,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
154,2019-01-14,0.25,ASD,18346 - 1390 Market Lobby Renovation,Project Coordination,No,Nonresidential,Energy Code Compliance Work
155,2019-01-14,0.5,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
156,2019-01-14,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
157,2019-01-14,0.5,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
158,2019-01-14,0.03,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
159,2019-01-14,0.22,Rest Break,,,,,
160,2019-01-14,0.22,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
161,2019-01-14,0.15,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
162,2019-01-15,0.07,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
163,2019-01-15,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
164,2019-01-15,0.67,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
165,2019-01-15,0.12,"Peter David Gilbert, Architect",18393 - Leong Residence,Project Coordination,No,Residential,Energy Code Compliance Work
166,2019-01-15,0.25,BDE Architecture Inc.,17169-GR3 16th & MLK,Project Coordination,Yes,Nonresidential,CA Phase
167,2019-01-15,0.2,"Industrial Energy Services, Inc.",18199 Walmart Lighting Alterations,Energy Model/Takeoffs,No,Nonresidential,Energy Code Compliance Work
168,2019-01-15,0.78,BDE Architecture Inc.,18267 Flower Mart Multi-family,Project Coordination,No,Nonresidential,Energy Code Compliance Work
169,2019-01-15,0.67,BDE Architecture Inc.,17346-MKC Bay Meadows Res 4,Develop Report,No,Nonresidential,Energy Code Compliance Work
170,2019-01-15,0.25,Rest Break,,,,,
171,2019-01-15,0.75,Lunch Break,,,,,
172,2019-01-15,0.75,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
173,2019-01-15,0.23,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
174,2019-01-15,0.35,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
175,2019-01-15,0.35,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
176,2019-01-15,0.42,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
177,2019-01-15,0.65,"Peter David Gilbert, Architect",18393 - Leong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
178,2019-01-15,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
179,2019-01-15,0.22,McFall Architecture,18359 - Aufmuth Hugo Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
180,2019-01-15,0.5,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
181,2019-01-15,0.28,Rest Break,,,,,
182,2019-01-15,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
183,2019-01-16,0.15,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
184,2019-01-16,0.77,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
185,2019-01-16,0.18,"Peter David Gilbert, Architect",18393 - Leong Residence,Project Coordination,No,Residential,Energy Code Compliance Work
186,2019-01-16,0.23,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
187,2019-01-16,0.12,"Sticks & Stones, Inc.",19007 - Pinter Addition,Project Coordination,No,Residential,Energy Code Compliance Work
188,2019-01-16,0.17,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
189,2019-01-16,0.38,Robert Fukuda Architect,19018 - Chapman Street Lighting,Project Coordination,No,Nonresidential,Energy Code Compliance Work
190,2019-01-16,0.22,Jarvis Architects,18389 - Alexandre Residence,Compliance,No,Residential,Energy Code Compliance Work
191,2019-01-16,0.68,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
192,2019-01-16,1.17,Gabel Energy,,Gabel: Training/Education,No,Overhead,Overhead
193,2019-01-16,0.22,Rest Break,,,,,
194,2019-01-16,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
195,2019-01-16,1.57,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
196,2019-01-16,0.12,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
197,2019-01-16,0.47,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
198,2019-01-16,0.27,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
199,2019-01-16,1.03,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
200,2019-01-17,0.1,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
201,2019-01-17,0.88,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
202,2019-01-17,0.67,Jarvis Architects,18389 - Alexandre Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
203,2019-01-17,0.07,BDE Architecture Inc.,17404 YBI San Francisco,Meeting,No,Nonresidential,Energy Code Compliance Work
204,2019-01-17,0.2,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
205,2019-01-17,0.17,Sidell Pakravan Architects,18343 - 801 San Ramon Valley Blvd,Project Coordination,No,Nonresidential,Energy Code Compliance Work
206,2019-01-17,0.35,Jarvis Architects,18381 - Bronner Residence,Project Coordination,No,Residential,Energy Code Compliance Work
207,2019-01-17,0.12,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
208,2019-01-17,0.77,Ann Maria Celona,19011 - Emery/McEachern Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
209,2019-01-17,0.3,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
210,2019-01-17,0.25,Rest Break,,,,,
211,2019-01-17,0.5,Lunch Break,,,,,
212,2019-01-17,0.17,Ann Maria Celona,19011 - Emery/McEachern Residence,Project Coordination,No,Residential,Energy Code Compliance Work
213,2019-01-17,0.15,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
214,2019-01-17,0.3,Ann Maria Celona,19011 - Emery/McEachern Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
215,2019-01-17,0.42,Ann Maria Celona,19011 - Emery/McEachern Residence,Compliance,No,Residential,Energy Code Compliance Work
216,2019-01-17,0.13,Ann Maria Celona,19011 - Emery/McEachern Residence,Project Coordination,No,Residential,Energy Code Compliance Work
217,2019-01-17,0.2,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
218,2019-01-17,0.95,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
219,2019-01-17,0.25,Rest Break,,,,,
220,2019-01-17,0.73,Gabel Energy,,Gabel: Special Projects,No,Overhead,Overhead
221,2019-01-18,2.0,PTO,,,,,
222,2019-01-18,0.08,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
223,2019-01-18,0.15,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
224,2019-01-18,0.5,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
225,2019-01-18,0.72,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
226,2019-01-18,0.13,Jarvis Architects,19024 - Diamond Residence,Project Coordination,No,Residential,Energy Code Compliance Work
227,2019-01-18,0.22,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
228,2019-01-18,1.5,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
229,2019-01-18,0.25,Rest Break,,,,,
230,2019-01-18,0.73,Lunch Break,,,,,
231,2019-01-18,0.37,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
232,2019-01-18,1.87,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
233,2019-01-21,8.0,Holiday,,,,,
234,2019-01-22,0.22,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
235,2019-01-22,0.15,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
236,2019-01-22,0.45,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Compliance,No,Residential,Energy Code Compliance Work
237,2019-01-22,0.28,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Project Coordination,No,Residential,Energy Code Compliance Work
238,2019-01-22,0.15,Jarvis Architects,18389 - Alexandre Residence,Project Coordination,No,Residential,Energy Code Compliance Work
239,2019-01-22,0.75,Gabel Energy,,Gabel: Proposal,No,Overhead,Overhead
240,2019-01-22,0.15,Jarvis Architects,18389 - Alexandre Residence,Project Coordination,No,Residential,Energy Code Compliance Work
241,2019-01-22,0.22,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
242,2019-01-22,0.42,BDE Architecture Inc.,17346-MKC Bay Meadows Res 4,Develop Report,No,Nonresidential,Energy Code Compliance Work
243,2019-01-22,0.52,"Peter David Gilbert, Architect",19014 - Loomans Residence,Project Coordination,No,Residential,Energy Code Compliance Work
244,2019-01-22,0.23,Ann Maria Celona,19011 - Emery/McEachern Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
245,2019-01-22,0.25,"Chris Spaulding,  Architect",19020 - Fox & Wong Residence,Energy Model/Takeoffs,No,Residential,Energy Code Compliance Work
246,2019-01-22,0.25,Ann Maria Celona,19011 - Emery/McEachern Residence,Project Coordination,No,Residential,Energy Code Compliance Work
247,2019-01-22,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
248,2019-01-22,0.25,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
249,2019-01-22,0.48,Gabel Energy,,Gabel: Meeting,No,Overhead,Overhead
250,2019-01-22,0.07,Gabel Energy,,Gabel: Misc,No,Overhead,Overhead
251,2019-01-22,0.25,Rest Break,,,,,
252,2019-01-22,0.5,Lunch Break,,,,,
253,2019-01-22,0.1,Gabel Energy,,Gabel: Email,No,Overhead,Overhead
254,2019-01-22,0.08,Gabel Energy,,Gabel: Project Coordination (non-billable),No,Overhead,Overhead
255,2019-01-22,0.47,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
256,2019-01-22,0.27,BDE Architecture Inc.,17346-MKC Bay Meadows Res 4,Develop Report,No,Nonresidential,Energy Code Compliance Work
257,2019-01-22,1.07,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
258,2019-01-22,0.23,Rest Break,,,,,
259,2019-01-22,0.03,BDE Architecture Inc.,17404 YBI San Francisco,Project Coordination,No,Nonresidential,Energy Code Compliance Work
